Unique ID,Date,URL,Page title,Lang,What's wrong,Details,Tags,Info exists,Actionable,PII
05/20-0679,"20 May, 2020 20:39",,Symptoms,FR,The information isn’t clear,"Bonjour , Jai ete tester 2 fois le résultat étais negatif. Mes prises de sang presentait une baisse de globule blanche. Il est a noter que je suis asthmatique severe. Mon conjoint travail . Toute la situation n'est pas claire .","Symptoms,Testing",,,
05/20-0681,"20 May, 2020 21:07",,Prevention+risks,EN,The answer I need is missing,How to properly wear a blue/white surgical mak,PPE,,,
05/20-0682,"20 May, 2020 22:14",,Prevention+risks,EN,,I am part of a family of five that live together. Can we now visit with up to five other family members that we don’t live with?,"Permissible activities,Social contact",,,
05/20-0684,"20 May, 2020 09:45",,Symptoms,EN,The answer I need is missing,List of ALL symptoms,Symptoms,,,
05/20-0685,"20 May, 2020 11:53",,Prevention+risks,FR,The answer I need is missing,Je veux savoir quelles sont les séquelles du COVID. Des milliers de personnes témoignent de séquelles importantes sur les réseaux sociaux et les autorités n’en parlent pas.,Long term effects,,,
05/20-0689,"20 May, 2020 19:28",,Symptoms,EN,The answer I need is missing,what temperature is considered a fever?,Symptoms,,,
05/20-0690,"20 May, 2020 21:36",,Symptoms,EN,The answer I need is missing,I am looking to know at what temp a fever begins.,Symptoms,,,
05/20-0691,"21 May, 2020 00:11",,Prevention+risks,EN,The answer I need is missing,My mom will be returning from Malaysia to Calgary and her first point of entry is Vancouver. Does she need to quarantine in Vancouver? If so after her quarantine in Vancouver and when she travels to Calgary does she need to quarantine again? She will be with family members. Thank you.,"Quarantine and isolation,Travel back to Canada",,,
05/20-0692,"21 May, 2020 00:37",,Prevention+risks,EN,,"I had H1N1 and my doctor told me to stay home. So two questions, does this mean I am more prone to get Covid19? In late December 2019 I was house bond for almost 4 weeks with mild fever, no taste for food and weak. Taste buds kicked back in after at least 3 months and really not back to normal.","Vulnerable people,Symptoms,Quarantine and isolation",,,
05/20-0693,"21 May, 2020 00:37",,Prevention+risks,EN,,"I had H1N1 and my doctor told me to stay home. So two questions, does this mean I am more prone to get Covid19? In late December 2019 I was house bond for almost 4 weeks with mild fever, no taste for food and weak. Taste buds kicked back in after at least 3 months and really not back to normal.","Vulnerable people,Quarantine and isolation",,,
05/20-0694,"21 May, 2020 00:58",,Symptoms,FR,The answer I need is missing,"Si une personne a un résultat négatif a un test de dépistage, peut-il quand même l’avoir après la période d’incubation?",Immunity,,,
05/20-0697,"21 May, 2020 01:15",,Prevention+risks,FR,The answer I need is missing,question au sujet des saison de camping saisonnier?,"Permissible activities,Camping",,,
05/20-0698,"21 May, 2020 01:15",,Prevention+risks,EN,The answer I need is missing,Can I walk my dog in my own neighbourhood if I am asymptomatic and I am in mandatory quarantine following return to Canada,"Permissible activities,Quarantine and isolation",,,
05/20-0699,"21 May, 2020 01:38",,Symptoms,FR,,Ma question est: est-ce une personne infectée peut passer de stade légère à grave,Course of illness,,,
05/20-0700,"21 May, 2020 02:00",,Prevention+risks,FR,The answer I need is missing,quelle est la durée d'incubation du virus c-a-d combien de temps peut-il s'écouler entre l'infection d'un sujet et l'apparition des symptômes de la maladie .. quand symptômes il y a!!,"Course of illness,Symptoms",,,
05/20-0701,"21 May, 2020 02:15",,Symptoms,FR,Other reason,"Depuis de siècles:le monde entier n,a jamais vu la médecine, abandonner,les malades sans traitement,au point de pas essayer d,apaisée les symptomes. Partout on nous parle de la chloroquine de le début des symptômes :alors pourquoi ne pas l,autoriser? S vp sauvez des vies Au nom de l,Hyporate🙏",Treatment,,,
05/20-0702,"21 May, 2020 03:08",,Symptoms,FR,,des plaques rouges sur le corps,Symptoms,,,
05/20-0703,"21 May, 2020 03:13",,Symptoms,EN,The answer I need is missing,I'd like to see more information on treatments that have been successfully tried in Europe and are not mentioned at all. Are there new treatments to prevent death of patients with the virus?,Treatment,,,
05/20-0706,"21 May, 2020 06:30",,Symptoms,EN,The answer I need is missing,There is no scientific information on the COVID 19 virus and its anatomy.,What is covid,,,
05/20-0707,"21 May, 2020 08:10",,Prevention+risks,EN,The answer I need is missing,I very miss to chat with a real person and Not (a stupid) program. It unfortunately in many cases useless.Hope you can improve it,Design issue,,,
05/20-0709,"21 May, 2020 10:43",,Symptoms,EN,The answer I need is missing,Why isn't Health Canada warning Canadians about the effect of increasing electromagnetic radiation on the ability of the Pineal gland to produce melatonin ? Why isn't FULL SPECTRUM electromagnetic wave analysis data being collected and presented by independent sources Pre-Post 5G error?,General precautions,,,
05/20-0710,"21 May, 2020 11:16",,Prevention+risks,EN,The answer I need is missing,he number of tests done accros the country and the total in Canada,Cases - deaths - recoveries,,,
05/20-0712,"21 May, 2020 11:37",,Symptoms,FR,The answer I need is missing,Doit on aller en quarantaine si l'on voyage d'une province à une autre.,"Travel within Canada,Quarantine and isolation",,,
05/20-0713,"21 May, 2020 11:50",,Prevention+risks,FR,The answer I need is missing,Je cherche la durée de vie de la COVID-19 sur les vêtements.,Virus survival,,,
05/20-0714,"21 May, 2020 12:10",,Prevention+risks,EN,The answer I need is missing,I would like to ask about going to another town with a husband or wife using a private car,Permissible activities,,,
05/20-0715,"21 May, 2020 12:19",,Symptoms,EN,,"CERB PROGRAM HOW LONG PAY 2000 FOR MONTH, JUNE LADT MONTH PAY",Financial support,,,
05/20-0716,"21 May, 2020 12:25",,Symptoms,FR,The answer I need is missing,écoulement nasal depuis 2 jrs qui me semble être un rhume que faire ?,Symptoms,,,
05/20-0717,"21 May, 2020 12:52",,Prevention+risks,FR,The answer I need is missing,Est-ce que nous pouvons partager la piscine familliale avec les gens qui habite dans une autre maison ? Est-ce que nous pouvons transmettre la maladie dans l'eau des piscines ?,"Permissible activities,Swimming",,,
05/20-0718,"21 May, 2020 13:06",,Prevention+risks,FR,The answer I need is missing,Je recherche la manière de m'inscrire pour bénéficier du supplément pour aînés.,Financial support,,,
05/20-0719,"21 May, 2020 13:19",,Prevention+risks,FR,,Peut on embarquer en voiture avec quelqu’un qui n a pas la même adresse que moi,"Permissible activities,Carpool",,,
05/20-0720,"21 May, 2020 13:27",,Symptoms,EN,The information isn’t clear,no complete list of all the symptons,Symptoms,,,
05/20-0721,"21 May, 2020 13:41",,Prevention+risks,FR,,Ou puis-je trouver pancarte concernant les recommandatins à prendre pour installer au bureau,"Reopening,Workplace",,,
05/20-0722,"21 May, 2020 13:54",,Prevention+risks,EN,,when will oas and gis assistances becoming,Financial support,,,
05/20-0723,"21 May, 2020 14:09",,Prevention+risks,EN,Other reason,Are we allowed to be more than two person in the car to go to work,"Permissible activities,Carpool",,,
05/20-0724,"21 May, 2020 14:18",,Symptoms,EN,The answer I need is missing,"apart from.flu like symptoms, what other symptoms to looks out for",Symptoms,,,
05/20-0725,"21 May, 2020 14:19",,Prevention+risks,EN,The answer I need is missing,If swimming in a chlorinated pool will be risky if someone who is asymptomatic is swimming also or will it kill the virus,"Permissible activities,Swimming",,,
05/20-0726,"21 May, 2020 14:42",,Prevention+risks,EN,The answer I need is missing,"as of May 21, can seniors over 70 yrs. go out of home","Permissible activities,Vulnerable people",,,
05/20-0728,"21 May, 2020 15:00",,Prevention+risks,EN,The answer I need is missing,Rules for thrift stores regarding return of merchandise,Reopening,,,
05/20-0729,"21 May, 2020 14:05",,Symptoms,EN,The answer I need is missing,What about itching in toes and fingers?,Symptoms,,,
05/20-0731,"21 May, 2020 17:09",,Symptoms,EN,Other reason,Not enough information,Design issue,,,
05/20-0732,"21 May, 2020 17:47",,Prevention+risks,EN,The answer I need is missing,How long is the virus active on different surfaces?,Virus survival,,,
05/20-0733,"21 May, 2020 17:56",,Prevention+risks,EN,,Are we allowed to go in a car with someone who does not live in our household if we are in the backseat with a mask?,"Permissible activities,Carpool",,,
05/20-0734,"21 May, 2020 18:54",,Prevention+risks,EN,The answer I need is missing,should businesses take cash as a form on payment. If we put cash in a cash counting machine will it aerosolize the virus,Reopening,,,
05/20-0735,"21 May, 2020 18:55",,Symptoms,EN,The answer I need is missing,covid testing - do close family members need to isolate while waiting for test results,"Quarantine and isolation,Family relationships",,,
05/20-0736,"21 May, 2020 19:42",,Symptoms,EN,The answer I need is missing,There are more than only 4 symptoms of COVID19,Symptoms,,,
05/20-0737,"21 May, 2020 19:44",,Prevention+risks,FR,The answer I need is missing,Cancer du poumon début du diagnostic en attente du suivi,"Vulnerable people,Medical appointment",,,
05/20-0740,"21 May, 2020 21:00",,Symptoms,EN,The answer I need is missing,what to do if i have the symptoms i could not find,Symptoms,,,
05/20-0741,"21 May, 2020 22:50",,Symptoms,EN,The answer I need is missing,Could it start with a cold?,"Symptoms,Course of illness",,,
05/20-0742,"21 May, 2020 15:11",,Prevention+risks,EN,,I need to know if my son needs to wear a mask when is outside,PPE,,,
05/20-0743,"21 May, 2020 15:18",,Symptoms,EN,The answer I need is missing,Is an eye infection a symptom,Symptoms,,,
05/20-0744,"21 May, 2020 15:54",,Symptoms,EN,I’m not in the right place,Phase 1 information,Feedback unclear,,,
05/20-0745,"21 May, 2020 15:54",,Prevention+risks,EN,,If out of necessity two households are going to combine into one does the household coming in (which has been observing strict guidelines) need to quarantine when they come?,"Quarantine and isolation,Family relationships",,,
05/20-0747,"21 May, 2020 16:01",,Symptoms,FR,The answer I need is missing,"J'aimerais savoir si les voyages touristiques au Canada sont autorisés cet été entre les provinces canadiennes? J'ai des réservations dans des parcs qui sont supposés être ouverts en juillet, mais qui nous demande d'annuler nos réservations si nous sommes de l'extérieur de leur province. Merci!",Travel within Canada,,,
05/20-0748,"21 May, 2020 16:10",,Prevention+risks,FR,The information isn’t clear,Service de gardiennage a domicile pour la reprise des activités est-elle accepté? Quels sont les règles de sécurité a suivre?,"Reopening,Permissible activities",,,
05/20-0749,"21 May, 2020 16:11",,Prevention+risks,EN,,where can I get non-medical face masks ?,PPE,,,
05/20-0750,"21 May, 2020 16:15",,Prevention+risks,FR,The answer I need is missing,La sueur est-elle contagieuse?,"Contagious,Transmission",,,
05/20-0752,"21 May, 2020 16:38",,Symptoms,EN,,Looking where to find result of coronavirus test,Testing,,,
05/20-0753,"21 May, 2020 16:43",,Symptoms,FR,,pour mal de george remede,Treatment,,,
05/20-0754,"21 May, 2020 16:48",,Symptoms,EN,Other reason,"After testing positive, does one need other tests before returning to work and if so in what time period","Testing,Workplace",,,
05/20-0755,"21 May, 2020 17:01",,Prevention+risks,EN,The answer I need is missing,"Hello I have a question I have underlying health issues heart disease,diabetes and am a smoker must I return to work","Vulnerable people,Workplace",,,
05/20-0756,"21 May, 2020 17:28",,Symptoms,FR,The answer I need is missing,Combien de temps durent les symptômes de la covid 19?,Symptoms,,,
05/20-0757,"21 May, 2020 17:34",,Prevention+risks,FR,,splénectomie,Vulnerable people,,,
05/20-0758,"21 May, 2020 17:44",,Symptoms,FR,The answer I need is missing,"faire la mise à jour La COVID-19 est une nouvelle maladie qui n'a pas encore été identifiée chez l'homme. Dans de rares cas, les coronavirus infectant les animaux peuvent infecter des personnes plus rarement encore, ils peuvent se transmettre par contact étroit de personne à personne.",What is covid,,,
05/20-0759,"21 May, 2020 17:57",,Prevention+risks,EN,The answer I need is missing,I was looking for the length of time Covid-19 would stay active on paper. Staff are concerned about incoming mail.,Virus survival,,,
05/20-0760,"21 May, 2020 18:35",,Prevention+risks,EN,The answer I need is missing,We are told to cough or sneeze into our elbow - how long does the virus survive on fabric?,Virus survival,,,
05/20-0761,"21 May, 2020 18:53",,Symptoms,FR,The answer I need is missing,Info sur genre de mal de gorge associé à la Covid,Symptoms,,,
05/20-0762,"21 May, 2020 19:02",,Prevention+risks,EN,The answer I need is missing,May I travel from Alberta to Manitoba to care for my elderly parents?,"Travel within Canada,Permissible activities,Family relationships",,,
05/20-0765,"21 May, 2020 20:04",,Symptoms,EN,,How long after exposure will symptoms appeat,Symptoms,,,
05/20-0766,"21 May, 2020 20:15",,Symptoms,FR,The answer I need is missing,"je suis en arrêt de travail depuis le mois de dec. 2019 pour un cancer , après le chômage maladie de 15 semaines , je n ai plu aucun revenu .y a t il un programme a venir pour les maladie long terme ?","Financial support,Vulnerable people",,,
05/20-0767,"21 May, 2020 21:10",,Symptoms,EN,,"Post Covid by 3 weeks, increasing difficulty with breathing, continued fatigue","Course of illness,Symptoms",,,
05/20-0768,"21 May, 2020 21:13",,Symptoms,EN,,Need current symptoms beyond fever cough. Also I believe I had it and believe I have recovered but worry I can catch it again...yes or no? Finally in Ontario I understand Mr. Ford wants people to go for test...in London all I could find as basic original places to go to assess situation...,"Symptoms,Immunity",,,
05/20-0769,"21 May, 2020 21:31",,Symptoms,FR,The answer I need is missing,"Mal aux jambes, est ce normal, ma nièce en est a sa 6e journée",Symptoms,,,
05/20-0770,"21 May, 2020 21:56",,Prevention+risks,FR,The answer I need is missing,Si j'ai eu 65 ans au 20 mai 2020 (et recevrez mon premier chèque de PSV le mois prochain) suis-je admissible à l'aide de 300? annoncée par Justin Trudeau?,Financial support,,,
05/20-0771,"21 May, 2020 22:03",,Prevention+risks,EN,The answer I need is missing,I am expecting an overseas traveler next week and don't know my requirements as too whether or not I can go outside go shopping and if we can share a kitchen,"Travel from outside Canada,Quarantine and isolation",,,
05/20-0772,"21 May, 2020 22:15",,Prevention+risks,EN,,how many people can be together outside with social distancin,"Permissible activities,Social contact",,,
05/20-0773,"21 May, 2020 22:36",,Prevention+risks,EN,Other reason,Are people not travelling allowed into the YVR AIRPORT? They should not be allowed into airports. how is the 14 day quaranteen monitored,Quarantine and isolation,,,
05/20-0774,"21 May, 2020 23:57",,Prevention+risks,EN,I’m not in the right place,Looking for a questionaire to ask employees before starting work,"Workplace,Reopening",,,
05/20-0775,"22 May, 2020 00:01",,Prevention+risks,EN,,Is the use of a ceiling or stand fan okay in a public setting?,"Permissible activities,Transmission",,,
05/20-0776,"22 May, 2020 00:03",,Prevention+risks,EN,The answer I need is missing,does having parents over if we are outside and socially distance ok,"Permissible activities,Family relationships",,,
05/20-0778,"22 May, 2020 00:28",,Symptoms,EN,,Wants all the symptoms of covid19,Symptoms,,,
05/20-0779,"22 May, 2020 00:29",,Symptoms,EN,,white tongue and numbness,Symptoms,,,
05/20-0780,"22 May, 2020 00:34",,Prevention+risks,EN,The answer I need is missing,What is the number to call if people are not social distancing?,Report rule breaking,,,
05/20-0781,"22 May, 2020 00:36",,Prevention+risks,EN,The answer I need is missing,what website i have to go to order some non medical face mask,PPE,,,
05/20-0783,"22 May, 2020 01:45",,Symptoms,FR,,ce virus peut-il se manifester par des plaies aux orteils?,Symptoms,,,
05/20-0784,"22 May, 2020 02:04",,Prevention+risks,EN,Other reason,Driving friend to hospital in my car,"Permissible activities,Carpool",,,
05/20-0785,"22 May, 2020 02:10",,Symptoms,FR,The answer I need is missing,Symptômes maux de tête Et c est où pour le dépistage,"Symptoms,Testing",,,
05/20-0786,"22 May, 2020 03:16",,Symptoms,EN,,I have tumbling pain in one ear? Never had this in my life b4 Have I been exposed to Corona?,Symptoms,,,
05/20-0787,"22 May, 2020 03:44",,Prevention+risks,EN,The information isn’t clear,"My boss texted me that .. she needed the dates of my return/ meaning I HAD to go back to work.. what is the phone number to talk to someone""my rights/I am force to go back""? Thank you so much.",Workplace,,,
05/20-0788,"22 May, 2020 03:49",,Prevention+risks,EN,,At risk of health conditions,Vulnerable people,,,
05/20-0789,"22 May, 2020 04:09",,Symptoms,EN,,What does 19 stand for?,What is covid,,,
05/20-0791,"22 May, 2020 05:18",,Symptoms,FR,The answer I need is missing,Est-ce qu'une personne diagnostiquée avec une Bronchite Aïgu peut avoir aussi le Covid?,Symptoms,,,
05/20-0792,"22 May, 2020 07:11",,Symptoms,EN,The answer I need is missing,Is a rash on the inside of the arms a symptom?,Symptoms,,,
05/20-0793,"22 May, 2020 09:27",,Prevention+risks,EN,,Am I safe for my family members after recovering,"Permissible activities,Family relationships",,,
05/20-0794,"22 May, 2020 10:30",,Prevention+risks,EN,The answer I need is missing,Return to work covid,Workplace,,,
05/20-0795,"22 May, 2020 10:41",,Symptoms,EN,,I think my son has covid 19 how to get help from,"Testing,Treatment",,,
05/20-0796,"22 May, 2020 11:06",,Symptoms,FR,,faire une demande pour covid19,Financial support,,,
05/20-0797,"22 May, 2020 11:15",,Prevention+risks,EN,,"If I have come in contact with someone entering the province, what do I do?",Close contact,,,
05/20-0798,"22 May, 2020 11:29",,Prevention+risks,EN,The answer I need is missing,Can we have family members in our home that do not live with us?,"Permissible activities,Family relationships",,,
05/20-0799,"22 May, 2020 11:39",,Prevention+risks,EN,,I live in LaSalle que can I go for a ride to lachine que,Permissible activities,,,
05/20-0800,"22 May, 2020 11:45",,Prevention+risks,EN,,In stage yellow can my grandchildren spend the night,"Permissible activities,Family relationships",,,
05/20-0801,"22 May, 2020 11:52",,Prevention+risks,EN,The answer I need is missing,"In yellow phase , can my grandchildren sleep over","Permissible activities,Family relationships",,,
05/20-0802,"22 May, 2020 12:24",,Symptoms,EN,The answer I need is missing,Fever diarrhea,Symptoms,,,
05/20-0803,"22 May, 2020 12:27",,Prevention+risks,EN,Other reason,I want details on the bubble,Quarantine and isolation,,,
05/20-0805,"22 May, 2020 13:39",,Prevention+risks,EN,,Can I get tested without symptoms,Testing,,,
05/20-0807,"22 May, 2020 13:45",,Prevention+risks,EN,,I go once a month to have my dog allergy shot given by her veterinarian in Fort Kent Maine. When your rep called to check on my quarantine she told me to try to have my quarantine void because it is a monthly visit. I could not find the info.,Quarantine and isolation,,,
05/20-0808,"22 May, 2020 13:47",,Prevention+risks,EN,The answer I need is missing,I want to know if you can clean someone else's home if the owner is not home.,"Permissible activities,Social contact",,,
05/20-0809,"22 May, 2020 13:52",,Prevention+risks,EN,I’m not in the right place,"WE AREW ESSENTIAL SERVICE AND OUR BUILDING HAS NOT BEEN DISINFECTED SINCE MARCH. ENTRANCE DOOR, ELEVATORS, HAND SANITIZERS, NO PAPER IN BATHEROOM TO OPEN DOOR WITH ETCH. THERE IS NO ONE AT ADMINISTRATION OFFICE SINCE MARCH",Transmission,,,
05/20-0810,"22 May, 2020 13:56",,Prevention+risks,EN,The answer I need is missing,How is the risk of transmission increased or decreased in a school band situation? Does playing wind instruments increase the risk of transmission? How can school bands start up again safely?,Schools,,,
05/20-0813,"22 May, 2020 14:09",,Prevention+risks,EN,The answer I need is missing,CDC has different information,Symptoms,,,
05/20-0814,"22 May, 2020 14:30",,Symptoms,EN,The answer I need is missing,what medications can you use against CoVid-19 symptoms?,Treatment,,,
05/20-0816,"22 May, 2020 14:53",,Symptoms,EN,,Is hives a symptom ?,Symptoms,,,
05/20-0817,"22 May, 2020 14:55",,Prevention+risks,EN,I’m not in the right place,"Can I get Covid19 from somebody who had it, but has recovered?",Contagious,,,
05/20-0818,"22 May, 2020 15:13",,Symptoms,FR,,Voyager du Québec vers l'ile du prince Édouard. J'aimerais avoir les restrictions.,Travel within Canada,,,
05/20-0819,"22 May, 2020 15:23",,Prevention+risks,EN,,Can virus live on door handles,Virus survival,,,
05/20-0820,"22 May, 2020 15:37",,Prevention+risks,EN,,I was looking for a poster to put up on the Dr's Office door asking patients to arrive already (non-medical)masked.,Workplace,,,
05/20-0821,"22 May, 2020 15:53",,Prevention+risks,EN,The answer I need is missing,Is it safe to swim at neighbors pool,"Permissible activities,Swimming",,,
05/20-0822,"22 May, 2020 15:54",,Prevention+risks,EN,The information isn’t clear,Specific rules for self quarantine,Quarantine and isolation,,,
05/20-0824,"22 May, 2020 16:23",,Prevention+risks,FR,The answer I need is missing,L’endroit où je vais revenir travailler personne ne porte le masque et nous sommes un à côté des autres restaurant wendy’s à Châteauguay,"Workplace,PPE",,,
05/20-0825,"22 May, 2020 16:35",,Symptoms,EN,,Testing sites,Testing,,,
05/20-0826,"22 May, 2020 16:42",,Prevention+risks,EN,The answer I need is missing,We are newcomers to Canada and we are looking for jobs but not getting .Is govt supporting such person during the time of coranavorud,Financial support,,,
05/20-0827,"22 May, 2020 16:45",,Prevention+risks,EN,The answer I need is missing,"I am a non smoker, but I can smell smoke in my apartment, but cant find how its getting in. Since it comes from someones mouth and lungs, should I be worried???",Transmission,,,
05/20-0828,"22 May, 2020 16:50",,Symptoms,EN,The answer I need is missing,pain on respiration in rt. upper chest anteriior to posterior,Symptoms,,,
05/20-0829,"22 May, 2020 16:56",,Prevention+risks,EN,The answer I need is missing,Whether wearing of gloves is recommended when one must handle items from various households - eg like pick up and delivery.,Transmission,,,
05/20-0830,"22 May, 2020 16:57",,Prevention+risks,FR,The answer I need is missing,le test du corona virus est gratuit ou non ? le malade doit payer pour faire le test ou non au canada,Testing,,,
05/20-0831,"22 May, 2020 17:06",,Symptoms,EN,The answer I need is missing,"Website refers to few and severe symptoms however, today's CDC's tv update by Dr Njoo referred to more and specific milder symptoms. Why aren't these on your site?",Symptoms,,,
05/20-0832,"22 May, 2020 17:07",,Symptoms,FR,,je cherche e numéro de téléphone pour savoir à quel endroit faut-il aller se faire tester et dépister la COVVID-19,Testing,,,
05/20-0833,"22 May, 2020 17:09",,Prevention+risks,EN,The answer I need is missing,Is it safe to have my air conditioning on i live in a condo building,Transmission,,,
05/20-0834,"22 May, 2020 17:11",,Prevention+risks,EN,The answer I need is missing,What about swimming in pools? Is this a problem for spreading covid?,"Permissible activities,Swimming",,,
05/20-0835,"22 May, 2020 17:20",,Prevention+risks,EN,The answer I need is missing,Masks in hair salons. Both for stylist and customer. What are the mandated work safety requirements for salons and non-mandated?,"Workplace,PPE",,,
05/20-0837,"22 May, 2020 18:02",,Symptoms,FR,Other reason,Qu'est-ce qui fait que la personne en meurt?,Course of illness,,,
05/20-0838,"22 May, 2020 18:06",,Prevention+risks,EN,The answer I need is missing,Does the whole family isolate and not leave the house if one person in the household gets covid?,Quarantine and isolation,,,
05/20-0840,"22 May, 2020 18:25",,Prevention+risks,EN,The answer I need is missing,Handling cash,Transmission,,,
05/20-0841,"22 May, 2020 18:27",,Prevention+risks,EN,,Handling cash,Reopening,,,
05/20-0842,"22 May, 2020 18:37",,Prevention+risks,EN,,We need Guidelines for salons,Reopening,,,
05/20-0843,"22 May, 2020 19:31",,Prevention+risks,EN,The answer I need is missing,Visiting friends and sharing drinks e.g. tea.,"Permissible activities,Social contact",,,
05/20-0845,"22 May, 2020 19:54",,Prevention+risks,FR,The answer I need is missing,Vrai ou Faux: Le gouv. a avisé les résidences privées de ne plus faire le ménage chez les résidents qui étaient capable de le faire. Je,Vulnerable people,,,
05/20-0846,"22 May, 2020 20:03",,Prevention+risks,EN,,Can I go a visit a friend as long as we stay 6 feet apart,"Permissible activities,Social contact",,,
05/20-0847,"22 May, 2020 20:04",,Symptoms,EN,The answer I need is missing,How do you define close contact,"Terminology,Close contact",,,
05/20-0848,"22 May, 2020 20:13",,Prevention+risks,EN,The answer I need is missing,How long can the virus survive on cardboard,Virus survival,,,
05/20-0849,"22 May, 2020 20:14",,Prevention+risks,EN,,"I’m looking for a list of situations that make a person vulnerable or at high risk for a critical case of COVID-19 . I’m wondering about things like asthma, obesity, heart problems, history of cancer... is there a place where I can find this ?",Vulnerable people,,,
05/20-0850,"22 May, 2020 20:17",,Symptoms,FR,The answer I need is missing,quand peux t-on se considérer guéris du coronavirus,Course of illness,,,
05/20-0852,"22 May, 2020 21:03",,Prevention+risks,EN,Other reason,How long does the virus live air born?,Virus survival,,,
05/20-0854,"22 May, 2020 21:28",,Prevention+risks,EN,,Can I carry my grand daughter in my car from her home yo mine?,"Permissible activities,Family relationships",,,
05/20-0855,"22 May, 2020 21:40",,Prevention+risks,FR,,70ansetplus,Vulnerable people,,,
05/20-0856,"22 May, 2020 21:43",,Prevention+risks,EN,,Allowed person in home gathering,"Permissible activities,Social contact",,,
05/20-0857,"22 May, 2020 21:44",,Prevention+risks,FR,Other reason,Consignes70ansetplus,Vulnerable people,,,
05/20-0858,"22 May, 2020 22:04",,Symptoms,EN,Something is broken or incorrect,Under the virtual assistant is a break as it does not bring up any information of what was enquire. I also saw on web md that said if you acquire corona virus you could also have pink eye as a symptom. However I never saw any connection on the Canadá sight relating Corona virus to pink eye.,"Symptoms,Design issue",,,
05/20-0860,"22 May, 2020 22:36",,Prevention+risks,FR,The information isn’t clear,Si je passe d’une région de Québec à une autre dois-je me placer en quarantaine ?,"Travel within Canada,Quarantine and isolation",,,
05/20-0861,"22 May, 2020 22:53",,Symptoms,EN,,Can I get my covid test results online?,Testing,,,
05/20-0862,"22 May, 2020 23:07",,Symptoms,FR,The answer I need is missing,"Je suis un montréalais, et je veux aller visiter banff en alberta le 30 juin. Est ce qui seras possible de prendre l’avion de Montréal à calgary pour des vacances ?",Travel within Canada,,,
05/20-0863,"22 May, 2020 23:23",,Symptoms,EN,The answer I need is missing,How do i apply for the $4.00 an hour wage increase.,Financial support,,,
05/20-0864,"22 May, 2020 23:42",,Prevention+risks,FR,,Je demeure dans un bloc à Trois-Rivières il y a un homme qui a vu la covid 19 il est sorti de l'hôpital il ne garde pas la quarantaine il s'assit dans les balançoires on est un bloc au moins 130 personnes la moyenne d'âge est de 70 ans quelques-uns dans la soixantaine j'ai peur pour ma santé,Report rule breaking,,,
05/20-0865,"22 May, 2020 23:46",,Prevention+risks,EN,The answer I need is missing,"Does using a hand held steamer kill covid 19 on surfaces (like plastic toys, wood blocks, cloth).",Virus survival,,,
05/20-0866,"22 May, 2020 23:58",,Prevention+risks,FR,,Pcu,Financial support,,,
05/20-0868,"23 May, 2020 00:47",,Symptoms,FR,The answer I need is missing,combien de temps avant les symptomes que la personne est contagieuse,"Contagious,Symptoms",,,
05/20-0869,"23 May, 2020 00:51",,Prevention+risks,EN,The answer I need is missing,I am looking in to what restrictions / limitations exist between cross borders (i.e. Travel inter province),Travel within Canada,,,
05/20-0870,"23 May, 2020 00:54",,Symptoms,EN,,test results time,Testing,,,
05/20-0871,"23 May, 2020 00:55",,Symptoms,EN,The answer I need is missing,I looked at different articles and none explain how are patients with mild symptoms (at the early stages of covid-19) treated so they do not become worse and do not have to go to the hospital.,Treatment,,,
05/20-0872,"23 May, 2020 01:12",,Symptoms,FR,Other reason,Moi je suis un camionneur et mon co driver il peut être infecter il attend sa réponse de sont test main moi je devrait faire un test pour moi,Testing,,,
05/20-0873,"23 May, 2020 01:35",,Symptoms,EN,The answer I need is missing,How many mild cases overall,Cases - deaths - recoveries,,,
05/20-0876,"23 May, 2020 03:05",,Prevention+risks,FR,,nombre de décès au Québec par jour,Cases - deaths - recoveries,,,
05/20-0877,"23 May, 2020 04:18",,Prevention+risks,FR,The answer I need is missing,"Bsr, je suis une nouvelle travailleuse dans une ecole come surveillante ,j, ai travaller seulement 4semaine,je ne pas de revenue que dois - je faire?",Workplace,,,
05/20-0881,"23 May, 2020 11:01",,Symptoms,EN,The answer I need is missing,I’m looking for new symptoms that are in the media,Symptoms,,,
05/20-0882,"23 May, 2020 11:12",,Symptoms,EN,The information isn’t clear,I was wondering if there is an effective treatment for this virus. The websirensays contact a medical professional.,Treatment,,,
05/20-0883,"23 May, 2020 11:33",,Symptoms,EN,The answer I need is missing,Est-ce que les nausées chez un adolescent peut-être relié à la covid?,Symptoms,,,
05/20-0884,"23 May, 2020 11:51",,Symptoms,EN,,If anybody got positive result do they need to be reswab again before coming back to work?,"Workplace,Testing",,,
05/20-0885,"23 May, 2020 12:05",,Prevention+risks,EN,,"I had 2 heart operations and Highpertension and my son has Type 1 Diabetes Millitus, I am recently receiving CERB but, my company wants me to report to work and they don't do scanning, just wearing mask and sanitizing hands, is it okay for me to go back?","Vulnerable people,Workplace",,,
05/20-0886,"23 May, 2020 12:10",,Prevention+risks,FR,,Numéro de téléphone pour avoir le test a quebec,Testing,,,
05/20-0887,"23 May, 2020 12:15",,Prevention+risks,FR,The information isn’t clear,Où appeler pour se faire tester pour covid 19 à quebec merci,"Testing,Contact info",,,
