Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
06/20-1934,Sun Jun 07 2020 22:33:41 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,Je crois que j ai les symptômes quoi faire,,,,,
06/20-1935,Sun Jun 07 2020 22:34:51 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"Qu’arrive-t-il à une personne asymptômatique, testée positif à la COVID19, après avoir terminé sa quarantaine? Est-elle susceptible de contracter à nouveau le virus ou d’être un vecteur de contagion, par la suite, si elle est en contact étroit avec une personne affectée? Gestes-barrières continuent?",,,,,
06/20-1936,Sun Jun 07 2020 22:35:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,Subdural hematoma and corona virus,,,,,
06/20-1937,Sun Jun 07 2020 22:44:10 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-1938,Sun Jun 07 2020 23:19:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
06/20-1939,Mon Jun 08 2020 01:28:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I have questions my mother is travelling to Canada as tourist this coming June 29, and I don’t have a place for her to stay for quarantine, because I have kids at home. What should I do?",,,,,
06/20-1940,Mon Jun 08 2020 01:49:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,nausia,,,,,
06/20-1941,Mon Jun 08 2020 03:06:24 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"J,ai appris hier qu'une de mes filles est testée positive au covid 19 et je l'ai vue 5 minutes il y a 10 jours je n'ai aucun symptômes Puis-je aller prendre mes prises de sang a mon CLSC demain matin",,,,,
06/20-1942,Mon Jun 08 2020 03:25:20 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,"Je veux juste savoir quel est le règlement pour les rassemblements. Ils sont permis, ou pas?",,,,,
06/20-1943,Mon Jun 08 2020 03:41:18 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
06/20-1944,Mon Jun 08 2020 03:41:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I am working I have to put mask for 10 hour which make me headache,,,,,
06/20-1945,Mon Jun 08 2020 05:06:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,If there is a known case at a store I went to . What do I do next? No symptoms,,,,,
06/20-1946,Mon Jun 08 2020 09:15:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,What are the symptoms other than a cold or flu?,,,,,
06/20-1947,Mon Jun 08 2020 10:06:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-1948,Mon Jun 08 2020 10:55:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I have a headache I've had it for 3 days this is my eyes in my head and in my notes,,,,,
06/20-1949,Mon Jun 08 2020 11:23:13 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-1950,Mon Jun 08 2020 11:33:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Of I am tested and I am negative what happens then?,,,,,
06/20-1951,Mon Jun 08 2020 12:19:11 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,lockdown dates,,,,,
06/20-1952,Mon Jun 08 2020 12:30:26 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-1953,Mon Jun 08 2020 12:32:19 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,chlorination of pools killing covid,,,,,
06/20-1954,Mon Jun 08 2020 12:54:16 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Les réunions de famille à l'intérieur de la maison ???,,,,,
06/20-1955,Mon Jun 08 2020 14:13:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"once buisness is back open,if an employee calls in sick,what is the protacol?",,,,,
06/20-1956,Mon Jun 08 2020 14:15:42 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,,No details,,,,
06/20-1957,Mon Jun 08 2020 14:17:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,If you are diagnosed and are asymptomatic should you be retested after the 14 days?,,,,,
06/20-1958,Mon Jun 08 2020 14:22:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The information isn’t clear,temp question answer,,,,,
06/20-1959,Mon Jun 08 2020 14:48:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Get test results,,,,,
06/20-1960,Mon Jun 08 2020 15:23:54 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,"pour les résident en RPA .Lorsqu'il y a un séjour à l’hôpital, lorsqu'il revienne sachant que dans la résidence il n'y a pas de cas et qu'à l’hôpital non plus est-ce obligatoire de s'isoler 14 jour",,,,,
06/20-1961,Mon Jun 08 2020 15:39:17 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I want to contact someone who is responsible for your COVID 19 program. We manufacture a luggage cart sanitizer that is state of the art. Would like to make contact with someone in procurement for Covid 19. Our product is absolutely state of the art,,Y,email / phone number,,
06/20-1962,Mon Jun 08 2020 16:00:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Is Covid-19 killed in your home freezers ?,,,,,
06/20-1963,Mon Jun 08 2020 16:03:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,There is a corona positive person with cardiac stents but he is asmptomatic. He was tested positive 2 days ago,,,,,
06/20-1964,Mon Jun 08 2020 16:07:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"if someone tested positive for coronavirus and have recovered, can they still spread the virus?",,,,,
06/20-1965,Mon Jun 08 2020 16:19:53 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Is Covid-19 killed in your home freezers ?,,,,,
06/20-1966,Mon Jun 08 2020 16:42:37 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,"Je voudrais savoir si je suis autorisé à aller avec ma fille en auto pour faire ses commissions ci je met un masque , à place de prends un taxi .",,,,,
06/20-1967,Mon Jun 08 2020 17:01:05 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-1968,Mon Jun 08 2020 17:38:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,what criteria is there for public washrooms,,,,,
06/20-1969,Mon Jun 08 2020 17:41:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How much longer is the corna virus going to last,,,,,
06/20-1970,Mon Jun 08 2020 17:50:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,Do you know when is the antidote to the COVID-19,,,,,
06/20-1971,Mon Jun 08 2020 17:50:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
06/20-1972,Mon Jun 08 2020 17:56:18 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
06/20-1973,Mon Jun 08 2020 18:06:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Does only headache consider one of the system for COVID-19 - it has been going on for last 3 days. s,,,,,
06/20-1974,Mon Jun 08 2020 18:08:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,"I need to know if I have the virus or not. My head hurts, I'm coughing and my head is hot and I'm really tired. I need an online test to tell me if I have or not. I took the test above but it only told me what to do if I have it.",,,,,
06/20-1975,Mon Jun 08 2020 18:13:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"More details on children and COVID-19, and getting visits from grandparents.",,,,,
06/20-1976,Mon Jun 08 2020 18:16:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,complete list of symptoms,,,,,
06/20-1977,Mon Jun 08 2020 18:22:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,An elderly friend is turning 100 this week. Would it be safe for me to drop off a bouquet of roses on her doorstep? (Ie could she get COVID-19 from the bouquet?),,,,,
06/20-1978,Mon Jun 08 2020 18:35:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"As an employee taking cash, how safe am i",,,,,
06/20-1979,Mon Jun 08 2020 18:39:36 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Can a students parents come visit in canada,,,,,
06/20-1980,Mon Jun 08 2020 18:42:05 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,COVID-19 Emergency Support Fund for senior,,,,,
06/20-1981,Mon Jun 08 2020 18:46:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Hair salon Covid regulations,,,,,
06/20-1982,Mon Jun 08 2020 18:57:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,How many passengers are allowed inside a private owned vehicle?,,,,,
06/20-1983,Mon Jun 08 2020 19:05:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,,No details,,,,
06/20-1984,Mon Jun 08 2020 19:21:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,I am looking for lab results,,,,,
06/20-1985,Mon Jun 08 2020 19:45:41 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,How long would be the average time to get a Covis-19 test result?,,,,,
06/20-1986,Mon Jun 08 2020 19:45:49 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-1987,Mon Jun 08 2020 19:51:23 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-1988,Mon Jun 08 2020 19:52:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,What are the guidelines for driving with someone not living in the same house.,,,,,
06/20-1989,Mon Jun 08 2020 20:00:15 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,there are more symptoms than you are listing.....why are you incomplete?,,,,,
06/20-1990,Mon Jun 08 2020 20:00:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,I need to know what are best practices in cleaning a vehicle that transport clients to their medical appointments,,,,,
06/20-1991,Mon Jun 08 2020 20:08:02 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,J'aimerais connaître la durée de la maladie à partir du moment où les premiers symptômes apparaissent,,,,,
06/20-1992,Mon Jun 08 2020 20:24:56 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,How long does it take to get test results,,,,,
06/20-1993,Mon Jun 08 2020 20:31:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,breathalyzers and cover,,,,,
06/20-1994,Mon Jun 08 2020 20:52:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I want to know how US travellers in Canada can get tested for COVID 19,Testing ,,,,
06/20-1995,Mon Jun 08 2020 21:11:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-1996,Mon Jun 08 2020 21:33:45 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The information isn’t clear,,No details,,,,
06/20-1997,Mon Jun 08 2020 21:41:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
06/20-1998,Mon Jun 08 2020 21:51:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-1999,Mon Jun 08 2020 22:44:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,,No details,,,,
06/20-2000,Mon Jun 08 2020 23:07:46 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2001,Mon Jun 08 2020 23:16:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I àm 7 days into a 14 day quarantine Can I give gifts to my family members such as chocolate swim shorts books?,,,,,
06/20-2002,Mon Jun 08 2020 23:16:40 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-2003,Mon Jun 08 2020 23:22:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I wondered how covib 19 is really spread from person to person,,,,,
06/20-2004,Mon Jun 08 2020 23:31:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,,No details,,,,
06/20-2005,Mon Jun 08 2020 23:34:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2006,Mon Jun 08 2020 23:41:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Are there signs on the skin? Eg: rash etc,Symptoms,,,,
06/20-2007,Mon Jun 08 2020 23:56:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,in gta are family members allowed to come into other family members homes,Permissible activities,,,,
06/20-2008,Mon Jun 08 2020 23:58:28 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2009,Tue Jun 09 2020 00:21:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Can vomiting be symptom of covid,,,,,
06/20-2010,Tue Jun 09 2020 00:23:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Im in Vancouver need to drive to Ottawa and return to Vancouver must I self quarantine when travel is within Canada. If so at both ends?,,,,,
06/20-2011,Tue Jun 09 2020 00:36:34 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
06/20-2012,Tue Jun 09 2020 01:05:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,how many people can gather at a private function,Permissible activities,,,,
06/20-2013,Tue Jun 09 2020 01:26:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2014,Tue Jun 09 2020 01:34:10 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,how to get tested,Testing,,,,
06/20-2015,Tue Jun 09 2020 01:51:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,"Hello I’m 20 weeks pregnant and diabetic, I work as esthetician and my work might open soon I’m worried if go back to work I’m putting myself and baby at risk, In this case what should I do?? Will I be able to get EI or this will effect my pregnancy leave as I’ve lost my job because of COVID-19.",,,,,
06/20-2016,Tue Jun 09 2020 02:26:17 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"If the social gathering limit is 10 people, does this mean the same 10 people in any gathering?",,,,,
06/20-2017,Tue Jun 09 2020 02:37:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Sleepovers with family,Permissible activities,,,,
06/20-2018,Tue Jun 09 2020 03:07:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,how long does it take before I get my test results back,Testing,,,,
06/20-2019,Tue Jun 09 2020 03:08:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"I understand that there are more symptoms than cough, fever, difficulty breathing and pneumonia as listed. What about vertigo like feelings, sudden shivers, low grade fever, odd headache similar to migraines without the aura, gassy, overall feeling tired and also low blood pressure 100/70.",,,,,
06/20-2020,Tue Jun 09 2020 04:38:19 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,Are there more symptoms? Other sites mention verity of symptoms,,,,,
06/20-2021,Tue Jun 09 2020 05:33:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,Travel into Canada,,,,,
06/20-2022,Tue Jun 09 2020 07:06:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,Rather vague about what they do for you in hospital to treat covid-19,,,,,
06/20-2023,Tue Jun 09 2020 10:18:56 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-2024,Tue Jun 09 2020 11:07:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The information isn’t clear,Should post video of making masks not just written instructions,,,,,
06/20-2025,Tue Jun 09 2020 11:31:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,If you remain positive with your partner and he continues to have symptoms and you not can you return to work in a long term care facility,,,,,
06/20-2026,Tue Jun 09 2020 12:26:41 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Appeler santé Canada,,,,,
06/20-2027,Tue Jun 09 2020 12:41:33 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,,No details,,,,
